accession	organism	kingdom	length	cleavage_site
Q4LCS8	Androctonus australis (Sahara scorpion)	Metazoa	82	22
Q4LCS9	Androctonus australis (Sahara scorpion)	Metazoa	80	22
Q4LCT0	Androctonus australis (Sahara scorpion)	Metazoa	80	22
Q4TUA4	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	85	19
Q4V645	Drosophila melanogaster (Fruit fly)	Metazoa	108	29
Q53NL5	Oryza sativa subsp. japonica (Rice)	Plants	290	27
Q55GS3	Dictyostelium discoideum (Social amoeba)	Other	607	19
Q56EB0	Bothrops jararaca (Jararaca) (Bothrops jajaraca)	Metazoa	150	23
Q56EB1	Bothrops jararaca (Jararaca) (Bothrops jajaraca)	Metazoa	155	23
Q56TT9	Hottentotta judaicus (Black scorpion) (Buthotus judaicus)	Metazoa	85	19
Q5B428	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	Fungi	244	23
Q5B833	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	Fungi	387	24
Q5BGU9	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	Fungi	366	18
Q5DT21	Homo sapiens (Human)	Metazoa	86	19
Q5DW47	Apis mellifera (Honeybee)	Metazoa	107	21
Q5EPH2	Rhipicephalus bursa (Tick)	Metazoa	97	22
Q5FWE3	Homo sapiens (Human)	Metazoa	981	27
Q5I2B2	Amaranthus retroflexus (Redroot amaranth) (American pigweed)	Plants	89	25
Q5JNJ5	Oryza sativa subsp. japonica (Rice)	Plants	237	28
Q5KQS1	Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	Metazoa	324	19
Q5KQS4	Gloydius brevicauda (Korean slamosa snake) (Agkistrodon halys brevicaudus)	Metazoa	324	19
Q5KSB7	Oligobrachia mashikoi (Beard worm)	Metazoa	161	16
Q5MJP5	Anuroctonus phaiodactylus (Mafia scorpion)	Metazoa	90	18
Q5NAT0	Oryza sativa subsp. japonica (Rice)	Plants	640	34
Q5PP12	Arabidopsis thaliana (Mouse-ear cress)	Plants	69	25
Q5WPU9	Lutzomyia longipalpis (Sand fly)	Metazoa	399	18
Q60767	Mus musculus (Mouse)	Metazoa	1723	27
Q60GF7	Rattus norvegicus (Rat)	Metazoa	252	22
Q62632	Rattus norvegicus (Rat)	Metazoa	306	18
Q62703	Rattus norvegicus (Rat)	Metazoa	320	25
Q62894	Rattus norvegicus (Rat)	Metazoa	562	19
Q63010	Rattus norvegicus (Rat)	Metazoa	561	18
Q63191	Rattus norvegicus (Rat)	Metazoa	1216	21
Q63345	Rattus norvegicus (Rat)	Metazoa	245	27
Q69CK0	Ophiophagus hannah (King cobra) (Naja hannah)	Metazoa	84	21
Q6F495	Molineria latifolia (Lumbah) (Curculigo latifolia)	Plants	158	22
Q6GU94	Centruroides limpidus (Mexican scorpion)	Metazoa	56	24
Q6H3C7	Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	Metazoa	139	16
Q6H3D2	Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	Metazoa	138	16
Q6H3D3	Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	Metazoa	138	16
Q6H3D4	Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	Metazoa	138	16
Q6H3D5	Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	Metazoa	138	16
Q6H3D6	Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	Metazoa	137	16
Q6H3D7	Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	Metazoa	137	16
Q6QX33	Bothrops insularis (Golden lancehead) (Lachesis insularis)	Metazoa	158	23
Q6RG02	Penaeus merguiensis (Banana prawn) (Fenneropenaeus merguiensis)	Metazoa	2586	18
Q6TPK4	Actinidia deliciosa (Kiwi)	Plants	116	26
Q6UW32	Homo sapiens (Human)	Metazoa	110	24
Q6UWM5	Homo sapiens (Human)	Metazoa	242	22
Q6UWM7	Homo sapiens (Human)	Metazoa	567	21
Q6UWV2	Homo sapiens (Human)	Metazoa	235	31
Q6UXK5	Homo sapiens (Human)	Metazoa	716	25
Q6ZBZ2	Oryza sativa subsp. japonica (Rice)	Plants	213	23
Q70DJ5	Arachis hypogaea (Peanut)	Plants	280	26
Q70LM3	Phlebia radiata (Wrinkled crust fungus)	Fungi	390	23
Q75WF2	Acanthaster planci (Crown-of-thorns starfish)	Metazoa	358	26
Q76CA2	Monoplex parthenopeus (Giant triton) (Monoplex echo)	Metazoa	275	23
Q76CE6	Typhula ishikariensis (Gray snow mold fungus)	Fungi	243	20
Q76FB0	Cyanidium caldarium (Red alga)	Other	155	20
Q76FP5	Hypocrea rufa (Trichoderma viride)	Fungi	479	20
Q7M413	Oligobrachia mashikoi (Beard worm)	Metazoa	158	16
Q7M418	Oligobrachia mashikoi (Beard worm)	Metazoa	163	16
Q7M419	Oligobrachia mashikoi (Beard worm)	Metazoa	156	16
Q7M438	Dictyostelium discoideum (Social amoeba)	Other	223	25
Q7Q7R8	Anopheles gambiae (African malaria mosquito)	Metazoa	89	29
Q7SCE9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	385	18
Q7T045	Macrovipera lebetinus (Levantine viper) (Vipera lebetina)	Metazoa	146	23
Q7T1K6	Naja atra (Chinese cobra)	Metazoa	239	18
Q7T2Q0	Echis multisquamatus (Central Asian sand viper)	Metazoa	154	26
Q7T2Q1	Echis multisquamatus (Central Asian sand viper)	Metazoa	157	23
Q7T3J2	Bungarus candidus (Malayan krait)	Metazoa	95	21
Q7YZS9	Conus virgo (Virgin cone)	Metazoa	67	26
Q7ZT99	Crotalus atrox (Western diamondback rattlesnake)	Metazoa	240	19
Q7ZTA6	Crotalus viridis viridis (Prairie rattlesnake)	Metazoa	138	16
Q7ZTA8	Crotalus viridis viridis (Prairie rattlesnake)	Metazoa	138	16
Q800A0	Aquarana catesbeiana (American bullfrog) (Rana catesbeiana)	Metazoa	397	16
Q800Y2	Argyrosomus regius (Meagre)	Metazoa	118	19
Q84V39	Olea europaea (Common olive)	Plants	123	21
Q867F4	Androctonus australis (Sahara scorpion)	Metazoa	59	22
Q86SC0	Oryctes rhinoceros (Coconut rhinoceros beetle) (Scarabaeus rhinoceros)	Metazoa	66	26
Q875I9	Aspergillus fumigatus (Neosartorya fumigata)	Fungi	238	17
Q8AYA2	Bothrops moojeni (Lance-headed viper) (Caissaca)	Metazoa	166	19
Q8CEK3	Mus musculus (Mouse)	Metazoa	90	23
Q8GTM0	Nicotiana alata (Winged tobacco) (Persian tobacco)	Plants	105	25
Q8H6Q1	Petunia hybrida (Petunia)	Plants	103	25
Q8HY17	Sus scrofa (Pig)	Metazoa	140	26
Q8I948	Acanthoscurria gomesiana (Tarantula spider) (Phormictopus pheopygus)	Metazoa	156	23
Q8J0I9	Trichoderma harzianum (Hypocrea lixii)	Fungi	490	28
Q8JFX7	Bungarus multicinctus (Many-banded krait)	Metazoa	103	21
Q8JGT6	Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	Metazoa	146	23
Q8JGT7	Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	Metazoa	158	23
Q8JI39	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	Metazoa	240	19
Q8JIY9	Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	Metazoa	138	16
Q8L9T8	Arabidopsis thaliana (Mouse-ear cress)	Plants	63	27
Q8LD43	Arabidopsis thaliana (Mouse-ear cress)	Plants	62	22
Q8LG54	Arabidopsis thaliana (Mouse-ear cress)	Plants	130	21
Q8MI01	Bos taurus (Bovine)	Metazoa	330	23
Q8MMH3	Pimpla hypochondriaca (Parasitoid wasp)	Metazoa	488	19
Q8NBI3	Homo sapiens (Human)	Metazoa	349	25
Q8NJ73	Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea)	Fungi	380	21
Q8NK90	Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi)	Fungi	628	25
Q8QG87	Bothrops insularis (Golden lancehead) (Lachesis insularis)	Metazoa	138	16
Q8T0W8	Gastrophysa atrocyanea (Leaf beetle)	Metazoa	65	24
Q8T0Y7	Aplysia californica (California sea hare)	Metazoa	141	26
Q8T9R8	Stomoxys calcitrans (Stable fly) (Conops calcitrans)	Metazoa	67	24
Q8TAL6	Homo sapiens (Human)	Metazoa	211	18
Q8UUG0	Morone saxatilis (Striped bass) (Perca saxatilis)	Metazoa	79	22
Q8UUG2	Morone chrysops (White bass) (Perca chrysops)	Metazoa	79	22
Q8UVU7	Cerrophidion godmani (Porthidium godmani) (Bothrops godmani)	Metazoa	137	16
Q8UVZ7	Crotalus atrox (Western diamondback rattlesnake)	Metazoa	137	16
Q8W257	Ptilota filicina (Red alga)	Other	500	21
Q8WPD0	Patiria pectinifera (Starfish) (Asterina pectinifera)	Metazoa	168	18
Q90VW1	Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata)	Metazoa	83	21
Q90W22	Aquarana catesbeiana (American bullfrog) (Rana catesbeiana)	Metazoa	114	24
Q90W54	Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	Metazoa	504	18
Q90WA1	Pseudonaja textilis textilis (Eastern brown snake)	Metazoa	83	24
Q90WJ7	Takifugu pardalis (Panther puffer) (Tetraodon pardalis)	Metazoa	391	20
Q90Y77	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	Metazoa	138	16
Q91XV6	Rattus norvegicus (Rat)	Metazoa	94	17
Q945U0	Phytophthora sojae (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines)	Other	257	28
Q94637	Oscheius tipulae (Nematode worm)	Metazoa	1648	15
Q94823	Tachypleus tridentatus (Japanese horseshoe crab)	Metazoa	414	22
Q95121	Bos taurus (Bovine)	Metazoa	416	20
Q95NJ8	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	55	23
Q95NK7	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	54	23
Q95NY5	Anopheles stephensi (Indo-Pakistan malaria mosquito)	Metazoa	315	18
Q95P08	Scutigera coleoptrata (House centipede)	Metazoa	656	18
Q95VF0	Epiphyas postvittana (Light brown apple moth) (Teras postvittana)	Metazoa	164	23
Q95WX6	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	85	21
Q96I82	Homo sapiens (Human)	Metazoa	304	30
Q96IQ7	Homo sapiens (Human)	Metazoa	327	23
Q96PL1	Homo sapiens (Human)	Metazoa	93	21
Q96QR1	Homo sapiens (Human)	Metazoa	104	20
Q98967	Oncorhynchus keta (Chum salmon) (Salmo keta)	Metazoa	130	19
Q98996	Daboia palaestinae (Palestine viper) (Vipera palaestinae)	Metazoa	138	16
Q99013	Pseudopleuronectes americanus (Winter flounder) (Pleuronectes americanus)	Metazoa	82	23
Q9BX93	Homo sapiens (Human)	Metazoa	195	19
Q9C5S0	Arabidopsis thaliana (Mouse-ear cress)	Plants	191	20
Q9C8A4	Arabidopsis thaliana (Mouse-ear cress)	Plants	58	24
Q9C9H5	Arabidopsis thaliana (Mouse-ear cress)	Plants	484	21
Q9D3H2	Mus musculus (Mouse)	Metazoa	163	16
Q9FK16	Arabidopsis thaliana (Mouse-ear cress)	Plants	63	27
Q9GK12	Camelus dromedarius (Dromedary) (Arabian camel)	Metazoa	193	21
Q9H4G1	Homo sapiens (Human)	Metazoa	147	28
Q9HB40	Homo sapiens (Human)	Metazoa	452	26
Q9I840	Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma)	Metazoa	146	23
Q9I8P7	Malayopython reticulatus (Reticulate python) (Python reticulatus)	Metazoa	201	19
Q9IAM1	Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	Metazoa	152	23
Q9LJD9	Arabidopsis thaliana (Mouse-ear cress)	Plants	60	27
Q9LYF6	Arabidopsis thaliana (Mouse-ear cress)	Plants	61	22
Q9M0S4	Arabidopsis thaliana (Mouse-ear cress)	Plants	127	21
Q9M373	Arabidopsis thaliana (Mouse-ear cress)	Plants	74	26
Q9MYV1	Canis lupus familiaris (Dog) (Canis familiaris)	Metazoa	128	25
Q9N2D2	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	Metazoa	381	16
Q9N2D3	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	Metazoa	388	16
Q9N2D4	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	Metazoa	387	15
Q9NBW2	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	83	19
Q9NII5	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	58	21
Q9NII6	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	57	20
Q9NJP7	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	56	28
Q9NL38	Pinctada maxima (Silver-lipped pearl oyster) (White-lipped pearl oyster)	Metazoa	568	22
Q9NTU7	Homo sapiens (Human)	Metazoa	201	27
Q9PTC3	Notechis ater (Black tiger snake)	Metazoa	201	19
Q9PW66	Bombina variegata (Yellow-bellied toad)	Metazoa	96	19
Q9PWI4	Elaphe quadrivirgata (Japanese four-lined ratsnake) (Coluber quadrivirgatus)	Metazoa	202	19
Q9QXU1	Mesocricetus auratus (Golden hamster)	Metazoa	172	15
Q9S8P4	Pisum sativum (Garden pea) (Lathyrus oleraceus)	Plants	217	20
Q9SJY7	Arabidopsis thaliana (Mouse-ear cress)	Plants	131	21
Q9SLY8	Oryza sativa subsp. japonica (Rice)	Plants	424	29
Q9STQ3	Arabidopsis thaliana (Mouse-ear cress)	Plants	59	27
Q9TRM8	Canis lupus familiaris (Dog) (Canis familiaris)	Metazoa	177	25
Q9TW32	Dictyostelium discoideum (Social amoeba)	Other	197	22
Q9U3Z3	Conus betulinus (Beech cone)	Metazoa	70	26
Q9U8D1	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	56	28
Q9U8D2	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	57	28
Q9U8W7	Tachypleus tridentatus (Japanese horseshoe crab)	Metazoa	316	27
Q9U8X3	Tachypleus tridentatus (Japanese horseshoe crab)	Metazoa	67	23
Q9U943	Locusta migratoria (Migratory locust)	Metazoa	3380	21
Q9UAC9	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	85	19
Q9UN67	Homo sapiens (Human)	Metazoa	800	26
Q9XSC9	Bos taurus (Bovine)	Metazoa	432	18
Q9XY87	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	85	21
Q9Y0Y0	Aedes albopictus (Asian tiger mosquito) (Stegomyia albopicta)	Metazoa	60	24
Q9YGG9	Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	Metazoa	157	21
Q9YGJ0	Bungarus multicinctus (Many-banded krait)	Metazoa	89	21
Q9YGP1	Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	Metazoa	158	23
Q9YI92	Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	Metazoa	146	23
Q9ZT16	Arabidopsis thaliana (Mouse-ear cress)	Plants	135	21
U6A629	Penicillium canescens	Fungi	631	17
W0HJ53	Rhizopus oryzae (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	Fungi	216	27
W5XCJ6	Macrovipera lebetinus (Levantine viper) (Vipera lebetina)	Metazoa	154	23
W5XDM0	Macrovipera lebetinus (Levantine viper) (Vipera lebetina)	Metazoa	152	23
A0A023W140	Ethmostigmus rubripes (Giant centipede)	Metazoa	88	24
A0A1S6EK92	Moringa oleifera (Horseradish tree) (Moringa pterygosperma)	Plants	79	20
A0A1W6EVM7	Ampulex compressa (Emerald cockroach wasp)	Metazoa	50	26
A0A1W6EVN2	Ampulex compressa (Emerald cockroach wasp)	Metazoa	50	26
A0A3N2PQC3	Sodiomyces alkalinus (strain CBS 110278 / VKM F-3762 / F11) (Alkaliphilic filamentous fungus)	Fungi	99	26
A0AT29	Lens culinaris (Lentil) (Cicer lens)	Plants	118	25
A1XCI9	Fusarium culmorum	Fungi	191	18
A2AEP0	Mus musculus (Mouse)	Metazoa	171	19
A2CKF6	Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	Metazoa	86	21
A2CKF7	Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	Metazoa	86	21
A7L035	Chironex fleckeri (Australian box jellyfish)	Metazoa	456	20
A7L036	Chironex fleckeri (Australian box jellyfish)	Metazoa	462	17
A7VN13	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	Metazoa	107	19
A7VN14	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	Metazoa	109	19
A7VN15	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	Metazoa	79	19
A9UGV5	Oryza sativa subsp. japonica (Rice)	Plants	68	30
A9UGV6	Oryza sativa subsp. japonica (Rice)	Plants	61	26
A9UGV7	Oryza sativa subsp. japonica (Rice)	Plants	63	26
A9XE60	Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	Metazoa	91	19
B0CPC6	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) (Bicoloured deceiver) (Laccaria laccata var. bicolor)	Fungi	206	21
B0JFB8	Antheraea mylitta (Tasar silkworm)	Metazoa	105	19
B2BRQ5	Austrelaps labialis (Pygmy copperhead) (Denisonia superba)	Metazoa	96	21
B2KTG1	Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	Metazoa	83	24
B3EWG0	Penaeus monodon (Giant tiger prawn)	Metazoa	93	21
B3EWY1	Mesobuthus gibbosus (Mediterranean checkered scorpion) (Buthus gibbosus)	Metazoa	59	22
B3F051	Lens culinaris subsp. culinaris (Cultivated lentil) (Lens esculenta)	Plants	74	27
B5LYJ9	Remusatia vivipara (Hitchhiker elephant ear) (Arum viviparum)	Plants	256	23
B9A8D7	Crassostrea virginica (Eastern oyster)	Metazoa	85	18
C0HJQ5	Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	Metazoa	57	28
C0HKR1	Agrotis ipsilon (Black cutworm moth)	Metazoa	73	20
C0HL62	Drosophila melanogaster (Fruit fly)	Metazoa	104	18
C0HL63	Drosophila melanogaster (Fruit fly)	Metazoa	104	18
C0HL64	Drosophila melanogaster (Fruit fly)	Metazoa	105	18
C0HL65	Drosophila melanogaster (Fruit fly)	Metazoa	105	18
C0HL82	Stellaria media (Common chickweed) (Alsine media)	Plants	81	31
C0HL83	Stellaria media (Common chickweed) (Alsine media)	Plants	81	31
C0HLA0	Chamaecyparis obtusa (Hinoki false-cypress) (Retinospora obtusa)	Plants	556	28
C0STK6	Elaphe climacophora (Japanese rat snake) (Coluber climacophorus)	Metazoa	167	19
C0STK7	Elaphe climacophora (Japanese rat snake) (Coluber climacophorus)	Metazoa	332	23
C0STK8	Elaphe climacophora (Japanese rat snake) (Coluber climacophorus)	Metazoa	202	19
C1IC48	Walterinnesia aegyptia (Desert black snake)	Metazoa	83	21
C1IC50	Walterinnesia aegyptia (Desert black snake)	Metazoa	81	24
C1IC52	Walterinnesia aegyptia (Desert black snake)	Metazoa	81	24
C1IC53	Walterinnesia aegyptia (Desert black snake)	Metazoa	83	24
C5J887	Opisthacanthus cayaporum (South American scorpion)	Metazoa	69	23
C6JUN9	Micrurus corallinus (Painted coral snake) (Elaps corallinus)	Metazoa	158	23
C6JUP3	Micrurus corallinus (Painted coral snake) (Elaps corallinus)	Metazoa	82	21
C9X4J8	Tityus discrepans (Venezuelan scorpion)	Metazoa	86	20
C9X4J9	Tityus discrepans (Venezuelan scorpion)	Metazoa	80	20
C9X4K1	Tityus discrepans (Venezuelan scorpion)	Metazoa	83	20
C9X4K4	Tityus discrepans (Venezuelan scorpion)	Metazoa	82	20
C9X4K7	Tityus discrepans (Venezuelan scorpion)	Metazoa	85	21
E0XKJ8	Tabanus yao (Horsefly)	Metazoa	256	16
E2DQZ5	Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	Metazoa	148	23
E2DQZ6	Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	Metazoa	158	23
F0UZ12	Cavia porcellus (Guinea pig)	Metazoa	170	15
F2QXM5	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) (Yeast) (Pichia pastoris)	Fungi	587	19
F5CPD3	Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	Metazoa	85	21
F5CPD5	Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	Metazoa	81	21
F5CPD8	Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	Metazoa	81	21
F5CPE0	Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	Metazoa	80	21
F5CPE4	Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	Metazoa	83	21
F8S0Z5	Crotalus adamanteus (Eastern diamondback rattlesnake)	Metazoa	516	18
G9M8X1	Nephotettix cincticeps (Green rice leafhopper) (Selenocephalus cincticeps)	Metazoa	687	19
I6S390	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	Metazoa	76	22
I7ICN3	Bitis rhinoceros (West African gaboon viper) (Vipera rhinoceros)	Metazoa	150	23
I7JUQ0	Bitis rhinoceros (West African gaboon viper) (Vipera rhinoceros)	Metazoa	156	23
K9N4Q4	Phlebotomus papatasi (Sandfly)	Metazoa	246	23
O00105	Aspergillus niger	Fungi	564	19
O04004	Ambrosia artemisiifolia (Common ragweed)	Plants	118	25
O14412	Orpinomyces sp. (strain PC-2)	Fungi	245	29
O42257	Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix)	Metazoa	90	21
O46654	Sorex araneus (Eurasian common shrew) (European shrew)	Metazoa	147	20
O46655	Sus scrofa (Pig)	Metazoa	132	19
O48540	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Plants	397	23
O57690	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	Metazoa	200	19
O60046	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	217	20
O62605	Galleria mellonella (Greater wax moth)	Metazoa	218	16
O62644	Bos taurus (Bovine)	Metazoa	151	18
O73856	Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix)	Metazoa	81	21
O73857	Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix)	Metazoa	81	21
O76537	Trichoplusia ni (Cabbage looper)	Metazoa	182	16
O80327	Pyrus pyrifolia (Chinese pear) (Pyrus serotina)	Plants	244	22
O95157	Homo sapiens (Human)	Metazoa	252	22
O96059	Bombyx mori (Silk moth)	Metazoa	66	24
P00652	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	Fungi	132	26
P00719	Struthio camelus (Common ostrich)	Metazoa	204	19
P00996	Bos taurus (Bovine)	Metazoa	79	23
P01076	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Plants	77	32
P01174	Rattus norvegicus (Rat)	Metazoa	137	19
P01226	Equus caballus (Horse)	Metazoa	129	18
P01227	Ovis aries (Sheep)	Metazoa	129	19
P01299	Canis lupus familiaris (Dog) (Canis familiaris)	Metazoa	93	29
P01302	Bos taurus (Bovine)	Metazoa	131	29
P01307	Sus scrofa (Pig)	Metazoa	119	25
P01364	Aplysia californica (California sea hare)	Metazoa	108	23
P01384	Notechis scutatus scutatus (Eastern tiger snake) (Naja scutata scutata)	Metazoa	94	21
P01412	Ophiophagus hannah (King cobra) (Naja hannah)	Metazoa	83	21
P01477	Crotalus helleri (Southern pacific rattlesnake) (Crotalus oreganus helleri)	Metazoa	70	22
P01499	Apis mellifera (Honeybee)	Metazoa	50	27
P01538	Viscum album (European mistletoe)	Plants	111	26
P01543	Triticum aestivum (Wheat)	Plants	136	27
P01545	Hordeum vulgare (Barley)	Plants	127	18
P01633	Mus musculus (Mouse)	Metazoa	149	29
P01639	Mus musculus (Mouse)	Metazoa	130	22
P02221	Chironomus thummi thummi (Midge)	Metazoa	158	15
P02222	Chironomus thummi thummi (Midge)	Metazoa	160	15
P02223	Chironomus thummi thummi (Midge)	Metazoa	161	16
P02224	Chironomus thummi thummi (Midge)	Metazoa	162	15
P02226	Chironomus thummi thummi (Midge)	Metazoa	161	16
P02230	Chironomus thummi thummi (Midge)	Metazoa	151	15
P02739	Neogale vison (American mink) (Mustela vison)	Metazoa	129	18
P02758	Equus caballus (Horse)	Metazoa	180	18
P02782	Rattus norvegicus (Rat)	Metazoa	111	23
P02883	Thaumatococcus daniellii (Katemfe) (Phrynium daniellii)	Plants	235	22
P02896	Trypanosoma brucei brucei	Other	526	33
P03998	Limulus polyphemus (Atlantic horseshoe crab)	Metazoa	195	20
P04148	Bombyx mori (Silk moth)	Metazoa	220	16
P04706	Zea mays (Maize)	Plants	223	19
P05367	Mus musculus (Mouse)	Metazoa	122	19
P06306	Felis catus (Cat) (Felis silvestris catus)	Metazoa	110	24
P06908	Canis lupus familiaris (Dog) (Canis familiaris)	Metazoa	248	17
P06912	Oryctolagus cuniculus (Rabbit)	Metazoa	201	18
P07380	Equus caballus (Horse)	Metazoa	181	18
P07439	Megabalanus rosa (Acorn barnacle)	Metazoa	162	24
P07457	Zoarces americanus (Ocean pout) (Macrozoarces americanus)	Metazoa	87	22
P07479	Sagittaria sagittifolia (Arrowhead)	Plants	181	24
P07529	Naganishia albida (Cryptococcus albidus)	Fungi	332	21
P07596	Hordeum vulgare (Barley)	Plants	203	22
P07712	Aplysia californica (California sea hare)	Metazoa	112	23
P08299	Nicotiana tabacum (Common tobacco)	Plants	168	30
P08375	Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina)	Metazoa	63	23
P08376	Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina)	Metazoa	63	23
P09318	Oreochromis mossambicus (Mozambique tilapia) (Tilapia mossambica)	Metazoa	200	23
P09319	Oreochromis mossambicus (Mozambique tilapia) (Tilapia mossambica)	Metazoa	212	24
P09350	Badhamia polycephala (Many-headed slime mold) (Physarum polycephalum)	Other	246	19
P09585	Cyprinus carpio (Common carp)	Metazoa	210	23
P09989	Trichosanthes kirilowii (Chinese snake gourd) (Chinese cucumber)	Plants	289	23
P0C1X6	Tityus discrepans (Venezuelan scorpion)	Metazoa	62	26
P0C1Y5	Zea mays (Maize)	Plants	269	30
P0C292	Androctonus crassicauda (Arabian fat-tailed scorpion)	Metazoa	80	22
P0C293	Androctonus crassicauda (Arabian fat-tailed scorpion)	Metazoa	80	22
P0C552	Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	Metazoa	78	21
P0C553	Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	Metazoa	79	21
P0C554	Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	Metazoa	86	21
P0C908	Buthus israelis (Israeli scorpion) (Buthus occitanus israelis)	Metazoa	59	22
P0DL40	Vespa magnifica (Hornet)	Metazoa	67	21
P0DPT6	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	76	23
