accession	organism	kingdom	length	tm_in_first_90
Q91ZB8	Mus	Metazoa	321	True
Q91ZD4	Mus	Metazoa	521	False
Q91ZE0	Mus	Metazoa	421	False
Q91ZP3	Mus	Metazoa	924	False
Q91ZR5	Mus	Metazoa	686	False
Q91ZU6	Mus	Metazoa	7393	False
Q91ZW6	Rattus	Metazoa	421	False
Q91ZZ5	Mus	Metazoa	737	False
Q920A7	Mus	Metazoa	789	False
Q920B6	Rattus	Metazoa	426	True
Q920D2	Rattus	Metazoa	187	False
Q920F5	Rattus	Metazoa	492	False
Q920G2	Rattus	Metazoa	337	False
Q920N5	Cricetulus	Metazoa	640	False
Q920Q0	Rattus	Metazoa	383	False
Q920R6	Mus	Metazoa	833	False
Q92186	Homo	Metazoa	375	True
Q921A2	Rattus	Metazoa	637	True
Q921N8	Mus	Metazoa	327	False
Q92265	Komagataella	Fungi	419	True
Q922J9	Mus	Metazoa	515	False
Q922S4	Mus	Metazoa	939	False
Q92341	Schizosaccharomyces pombe	Fungi	630	True
Q923B6	Mus	Metazoa	470	False
Q923I7	Mus	Metazoa	670	True
Q923M1	Rattus	Metazoa	233	False
Q923S6	Mus	Metazoa	574	False
Q923X4	Mus	Metazoa	156	False
Q923Y8	Mus	Metazoa	332	True
Q92478	Homo	Metazoa	149	True
Q92482	Homo	Metazoa	292	True
Q924A5	Rattus	Metazoa	475	True
Q924L1	Mus	Metazoa	360	False
Q924N4	Mus	Metazoa	1150	False
Q924S5	Rattus	Metazoa	950	False
Q924S7	Mus	Metazoa	410	False
Q924S8	Mus	Metazoa	444	False
Q92506	Homo	Metazoa	261	False
Q92508	Homo	Metazoa	2521	True
Q92522	Homo	Metazoa	213	False
Q92536	Homo	Metazoa	515	True
Q92546	Homo	Metazoa	391	False
Q92552	Homo	Metazoa	414	False
Q92556	Homo	Metazoa	727	False
Q92574	Homo	Metazoa	1164	False
Q92581	Homo	Metazoa	701	True
Q92597	Homo	Metazoa	394	False
Q925H0	Mus	Metazoa	512	True
Q925N4	Mus	Metazoa	235	True
Q92615	Homo	Metazoa	738	False
Q92619	Homo	Metazoa	1136	False
Q92629	Homo	Metazoa	289	True
Q92633	Homo	Metazoa	364	True
Q92681	Homo	Metazoa	617	False
Q92730	Homo	Metazoa	232	False
Q92737	Homo	Metazoa	203	False
Q92794	Homo	Metazoa	2004	False
Q92797	Homo	Metazoa	1274	False
Q92819	Homo	Metazoa	552	True
Q92841	Homo	Metazoa	729	False
Q92843	Homo	Metazoa	193	False
Q92847	Homo	Metazoa	366	True
Q92887	Homo	Metazoa	1545	True
Q92905	Homo	Metazoa	334	False
Q92911	Homo	Metazoa	643	True
Q92934	Homo	Metazoa	168	False
Q92947	Homo	Metazoa	438	False
Q92959	Homo	Metazoa	643	True
Q92963	Homo	Metazoa	219	False
Q92968	Homo	Metazoa	403	False
Q92974	Homo	Metazoa	986	False
Q92979	Homo	Metazoa	244	False
Q92982	Homo	Metazoa	152	True
Q92993	Homo	Metazoa	513	False
Q93008	Homo	Metazoa	2554	False
Q93015	Homo	Metazoa	286	False
Q93052	Homo	Metazoa	612	False
Q93086	Homo	Metazoa	444	True
Q93096	Homo	Metazoa	173	False
Q93227	Caenorhabditis	Metazoa	431	False
Q93654	Caenorhabditis	Metazoa	245	False
Q93V47	Arabidopsis	Plants	100	False
Q93V66	Arabidopsis	Plants	226	False
Q93VD3	Arabidopsis	Plants	482	False
Q93VV9	Arabidopsis	Plants	116	False
Q93W20	Arabidopsis	Plants	235	False
Q93WC9	Arabidopsis	Plants	336	False
Q93WF6	Arabidopsis	Plants	97	False
Q93WL3	Arabidopsis	Plants	238	False
Q93WX6	Arabidopsis	Plants	463	False
Q93Y07	Arabidopsis	Plants	622	True
Q93Y08	Arabidopsis	Plants	761	False
Q93YN0	Arabidopsis	Plants	187	False
Q93YN1	Arabidopsis	Plants	390	False
Q93YN8	Arabidopsis	Plants	296	False
Q93YP7	Arabidopsis	Plants	407	False
Q93YU5	Arabidopsis	Plants	1053	False
Q93YW7	Arabidopsis	Plants	341	False
Q93YZ7	Arabidopsis	Plants	491	False
Q93Z30	Arabidopsis	Plants	459	False
Q93Z53	Arabidopsis	Plants	571	False
Q93ZB2	Arabidopsis	Plants	509	True
Q93ZF6	Arabidopsis	Plants	153	False
Q93ZN9	Arabidopsis	Plants	461	False
Q93ZV7	Arabidopsis	Plants	433	False
Q93ZY2	Arabidopsis	Plants	548	False
Q940H2	Arabidopsis	Plants	237	False
Q940L4	Arabidopsis	Plants	649	False
Q940U6	Arabidopsis	Plants	316	False
Q940X9	Arabidopsis	Plants	826	False
Q940Y5	Arabidopsis	Plants	619	True
Q941D6	Arabidopsis	Plants	423	False
Q941F1	Arabidopsis	Plants	515	False
Q944A7	Arabidopsis	Plants	512	False
Q944G5	Arabidopsis	Plants	636	True
Q944G9	Arabidopsis	Plants	398	False
Q944I4	Arabidopsis	Plants	456	False
Q94515	melanogaster subgroup	Metazoa	321	True
Q94519	melanogaster subgroup	Metazoa	152	False
Q945F0	Arabidopsis	Plants	543	False
Q945K7	Arabidopsis	Plants	374	False
Q945M1	Arabidopsis	Plants	117	False
Q948J9	Arabidopsis	Plants	278	False
Q948R1	Arabidopsis	Plants	447	False
Q948R9	Arabidopsis	Plants	314	False
Q948T9	Solanum	Plants	867	False
Q94920	melanogaster subgroup	Metazoa	282	True
Q949M9	Arabidopsis	Plants	353	False
Q949P2	Arabidopsis	Plants	701	False
Q949Q5	Arabidopsis	Plants	140	True
Q949U7	Arabidopsis	Plants	234	False
Q94A03	Arabidopsis	Plants	391	False
Q94A28	Arabidopsis	Plants	995	False
Q94A41	Arabidopsis	Plants	887	False
Q94A52	Arabidopsis	Plants	408	False
Q94A82	Arabidopsis	Plants	438	False
Q94A99	Arabidopsis	Plants	365	False
Q94AC8	Arabidopsis	Plants	274	False
Q94AG6	Arabidopsis	Plants	325	True
Q94AH1	Arabidopsis	Plants	300	True
Q94AH9	Arabidopsis	Plants	320	False
Q94AI6	Arabidopsis	Plants	752	False
Q94AM1	Arabidopsis	Plants	791	False
Q94AN2	Arabidopsis	Plants	700	True
Q94AQ8	Arabidopsis	Plants	348	False
Q94AR8	Arabidopsis	Plants	509	False
Q94AT3	Arabidopsis	Plants	378	False
Q94AU9	Arabidopsis	Plants	174	False
Q94AX2	Arabidopsis	Plants	277	False
Q94AX4	Arabidopsis	Plants	567	False
Q94AX5	Arabidopsis	Plants	370	False
Q94AY1	Arabidopsis	Plants	651	False
Q94B35	Arabidopsis	Plants	466	False
Q94B38	Arabidopsis	Plants	388	False
Q94B60	Arabidopsis	Plants	292	False
Q94B78	Arabidopsis	Plants	1037	False
Q94BQ3	Arabidopsis	Plants	757	False
Q94BR1	Arabidopsis	Plants	702	False
Q94BS2	Arabidopsis	Plants	335	False
Q94BT9	Arabidopsis	Plants	76	False
Q94BV7	Arabidopsis	Plants	582	False
Q94BZ1	Arabidopsis	Plants	478	True
Q94BZ7	Arabidopsis	Plants	732	False
Q94C74	Arabidopsis	Plants	517	False
Q94CE4	Arabidopsis	Plants	280	False
Q94CE5	Arabidopsis	Plants	504	False
Q94CF0	Arabidopsis	Plants	545	False
Q94EH2	Arabidopsis	Plants	210	True
Q94EH8	Arabidopsis	Plants	295	False
Q94FB9	Arabidopsis	Plants	1337	True
Q94FY7	Arabidopsis	Plants	488	False
Q94ID1	Arabidopsis	Plants	329	False
Q94ID2	Arabidopsis	Plants	330	False
Q94ID3	Arabidopsis	Plants	357	False
Q94IG7	Spinacia	Plants	531	False
Q94IN5	Euglena	Other	1803	False
Q94JQ3	Arabidopsis	Plants	529	False
Q94JQ4	Arabidopsis	Plants	187	False
Q94JQ6	Arabidopsis	Plants	1084	False
Q94JS0	Arabidopsis	Plants	272	False
Q94JV5	Arabidopsis	Plants	307	False
Q94K66	Arabidopsis	Plants	193	False
Q94K75	Arabidopsis	Plants	401	False
Q95JC7	Bos	Metazoa	539	True
Q95M30	Macaca	Metazoa	504	False
Q95N27	Bos	Metazoa	568	False
Q95NM6	Caenorhabditis	Metazoa	308	False
Q95QA6	Caenorhabditis	Metazoa	663	False
Q95QW4	Caenorhabditis	Metazoa	586	False
Q95RA8	melanogaster subgroup	Metazoa	219	False
Q95ST2	melanogaster subgroup	Metazoa	594	True
Q95T12	melanogaster subgroup	Metazoa	194	True
Q95TS5	melanogaster subgroup	Metazoa	654	False
Q95XA8	Caenorhabditis	Metazoa	486	False
Q95XG8	Caenorhabditis	Metazoa	560	True
Q960V3	melanogaster subgroup	Metazoa	1122	False
Q96242	Arabidopsis	Plants	518	False
Q96247	Arabidopsis	Plants	485	True
Q96255	Arabidopsis	Plants	430	False
Q96262	Arabidopsis	Plants	225	False
Q96266	Arabidopsis	Plants	263	False
Q96291	Arabidopsis	Plants	266	False
Q96303	Arabidopsis	Plants	534	True
Q96329	Arabidopsis	Plants	436	False
Q96500	Arabidopsis	Plants	141	False
Q96529	Arabidopsis	Plants	490	False
Q969F0	Homo	Metazoa	183	False
Q969F2	Homo	Metazoa	451	False
Q969F8	Homo	Metazoa	398	True
Q969F9	Homo	Metazoa	1004	False
Q969H0	Homo	Metazoa	707	False
Q969H6	Homo	Metazoa	163	False
Q969I6	Homo	Metazoa	547	False
Q969K3	Homo	Metazoa	372	False
Q969L2	Homo	Metazoa	176	True
Q969N4	Homo	Metazoa	342	True
Q969P6	Homo	Metazoa	601	False
Q969Q5	Homo	Metazoa	203	False
Q969V5	Homo	Metazoa	352	True
Q969X0	Homo	Metazoa	211	False
Q969X6	Homo	Metazoa	686	False
Q969Y2	Homo	Metazoa	492	False
Q969Z0	Homo	Metazoa	631	False
Q969Z3	Homo	Metazoa	335	False
Q96A26	Homo	Metazoa	154	False
Q96A44	Homo	Metazoa	273	False
Q96A54	Homo	Metazoa	375	False
Q96A56	Homo	Metazoa	240	False
Q96A61	Homo	Metazoa	297	False
Q96AC1	Homo	Metazoa	680	False
Q96AD5	Homo	Metazoa	504	True
Q96AE7	Homo	Metazoa	1141	False
Q96AG3	Homo	Metazoa	418	False
Q96AQ8	Homo	Metazoa	359	True
Q96AY2	Homo	Metazoa	570	False
Q96AZ6	Homo	Metazoa	181	False
Q96B49	Homo	Metazoa	74	True
Q96B67	Homo	Metazoa	414	False
Q96B77	Homo	Metazoa	213	True
Q96BD6	Homo	Metazoa	273	False
Q96BI1	Homo	Metazoa	424	True
Q96BK5	Homo	Metazoa	328	False
Q96BM1	Homo	Metazoa	317	False
Q96BP2	Homo	Metazoa	118	False
Q96BR5	Homo	Metazoa	231	False
Q96BS2	Homo	Metazoa	214	False
Q96BY2	Homo	Metazoa	351	False
Q96C01	Homo	Metazoa	138	False
Q96C03	Homo	Metazoa	454	True
Q96C36	Homo	Metazoa	320	False
Q96CB9	Homo	Metazoa	384	False
Q96CF2	Homo	Metazoa	233	False
Q96CM3	Homo	Metazoa	377	False
Q96CM4	Homo	Metazoa	212	False
Q96CP6	Homo	Metazoa	724	False
Q96CU9	Homo	Metazoa	486	True
Q96CW1	Homo	Metazoa	435	False
Q96CX2	Homo	Metazoa	325	False
Q96D31	Homo	Metazoa	301	True
Q96D53	Homo	Metazoa	544	False
Q96D96	Homo	Metazoa	273	False
Q96DG6	Homo	Metazoa	245	False
Q96DV4	Homo	Metazoa	380	False
Q96DX5	Homo	Metazoa	294	False
Q96DZ5	Homo	Metazoa	547	False
Q96E11	Homo	Metazoa	262	False
Q96E29	Homo	Metazoa	417	False
Q96E35	Homo	Metazoa	227	False
Q96E52	Homo	Metazoa	524	False
Q96E93	Homo	Metazoa	195	True
Q96EB6	Homo	Metazoa	747	False
Q96EH3	Homo	Metazoa	234	False
Q96EL3	Homo	Metazoa	112	False
Q96EP9	Homo	Metazoa	437	False
Q96ER9	Homo	Metazoa	411	False
Q96EU6	Homo	Metazoa	259	False
Q96EV8	Homo	Metazoa	351	False
Q96EY1	Homo	Metazoa	480	False
Q96EY7	Homo	Metazoa	689	False
Q96EZ8	Homo	Metazoa	462	False
Q96FC9	Homo	Metazoa	970	False
Q96FL8	Homo	Metazoa	570	True
Q96FQ6	Homo	Metazoa	103	False
Q96FX8	Homo	Metazoa	193	True
Q96G03	Homo	Metazoa	612	False
Q96G21	Homo	Metazoa	291	False
Q96G30	Homo	Metazoa	205	True
Q96G91	Homo	Metazoa	374	True
Q96GC6	Homo	Metazoa	653	False
Q96GC9	Homo	Metazoa	406	True
Q96GD0	Homo	Metazoa	296	False
Q96GF1	Homo	Metazoa	192	False
Q96GJ1	Homo	Metazoa	504	False
Q96GM8	Homo	Metazoa	510	False
Q96GQ7	Homo	Metazoa	765	False
Q96GR2	Homo	Metazoa	724	False
Q96GS6	Homo	Metazoa	310	False
Q96GX8	Homo	Metazoa	76	False
Q96GZ6	Homo	Metazoa	507	True
Q96H55	Homo	Metazoa	970	False
Q96H96	Homo	Metazoa	371	True
Q96HA9	Homo	Metazoa	241	False
Q96HI0	Homo	Metazoa	755	False
Q96HS1	Homo	Metazoa	289	True
Q96HY7	Homo	Metazoa	919	False
Q96I23	Homo	Metazoa	114	False
Q96I36	Homo	Metazoa	57	True
Q96I51	Homo	Metazoa	464	False
Q96I59	Homo	Metazoa	477	False
Q96IF1	Homo	Metazoa	538	False
Q96IL0	Homo	Metazoa	206	False
Q96IR7	Homo	Metazoa	371	False
Q96IX5	Homo	Metazoa	58	True
Q96IZ2	Homo	Metazoa	230	True
Q96J02	Homo	Metazoa	903	False
Q96J66	Homo	Metazoa	1382	False
Q96JI7	Homo	Metazoa	2443	False
Q96JJ3	Homo	Metazoa	720	False
Q96JW4	Homo	Metazoa	573	False
Q96JX3	Homo	Metazoa	654	True
Q96K12	Homo	Metazoa	515	False
Q96KK3	Homo	Metazoa	526	False
Q96KK4	Homo	Metazoa	312	True
Q96KP4	Homo	Metazoa	475	False
Q96L08	Homo	Metazoa	255	False
Q96L92	Homo	Metazoa	541	False
Q96LA9	Homo	Metazoa	322	True
Q96LL9	Homo	Metazoa	226	False
Q96LW4	Homo	Metazoa	560	False
Q96LW7	Homo	Metazoa	228	False
Q96M32	Homo	Metazoa	723	False
Q96MA6	Homo	Metazoa	479	False
Q96MI9	Homo	Metazoa	1112	False
Q96MP8	Homo	Metazoa	289	False
Q96MT3	Homo	Metazoa	831	False
Q96N21	Homo	Metazoa	525	False
Q96N96	Homo	Metazoa	652	False
Q96NB2	Homo	Metazoa	322	False
Q96NE9	Homo	Metazoa	622	False
Q96NN9	Homo	Metazoa	605	False
Q96NR3	Homo	Metazoa	888	True
Q96NT5	Homo	Metazoa	459	True
Q96NW4	Homo	Metazoa	1050	False
Q96NY9	Homo	Metazoa	551	False
Q96P11	Homo	Metazoa	429	False
Q96P20	Homo	Metazoa	1036	False
Q96P48	Homo	Metazoa	1450	False
Q96P65	Homo	Metazoa	431	True
Q96P66	Homo	Metazoa	508	True
Q96P68	Homo	Metazoa	337	True
Q96PE3	Homo	Metazoa	977	False
Q96PH1	Homo	Metazoa	765	False
Q96PK6	Homo	Metazoa	669	False
Q96PM9	Homo	Metazoa	386	False
Q96PN6	Homo	Metazoa	1610	False
Q96PS8	Homo	Metazoa	301	True
Q96PU8	Homo	Metazoa	341	False
Q96PX9	Homo	Metazoa	1627	False
Q96Q11	Homo	Metazoa	434	False
Q96Q89	Homo	Metazoa	1820	False
Q96QA5	Homo	Metazoa	445	True
Q96QE2	Homo	Metazoa	648	True
Q96QE5	Homo	Metazoa	360	False
Q96QP1	Homo	Metazoa	1244	False
Q96QT4	Homo	Metazoa	1865	False
Q96QZ7	Homo	Metazoa	1491	False
Q96RD7	Homo	Metazoa	426	True
Q96RF0	Homo	Metazoa	628	False
Q96RI8	Homo	Metazoa	345	True
Q96RL7	Homo	Metazoa	3174	False
Q96RQ3	Homo	Metazoa	725	False
Q96RR1	Homo	Metazoa	684	False
Q96RS0	Homo	Metazoa	853	False
Q96RT1	Homo	Metazoa	1412	False
Q96RU3	Homo	Metazoa	617	False
Q96S21	Homo	Metazoa	281	False
Q96S37	Homo	Metazoa	553	True
Q96S59	Homo	Metazoa	729	False
Q96SB3	Homo	Metazoa	817	False
Q96SN7	Homo	Metazoa	254	True
Q96ST3	Homo	Metazoa	1273	False
Q96ST8	Homo	Metazoa	783	False
Q96SZ6	Homo	Metazoa	601	False
Q96T21	Homo	Metazoa	854	False
Q96T49	Homo	Metazoa	567	False
Q96T54	Homo	Metazoa	332	True
Q96T55	Homo	Metazoa	309	True
Q96T66	Homo	Metazoa	252	False
Q96T83	Homo	Metazoa	725	True
Q96TA1	Homo	Metazoa	746	False
Q96TA2	Homo	Metazoa	773	False
Q96TC7	Homo	Metazoa	470	True
Q96VH5	Saccharomyces cerevisiae	Fungi	97	True
Q96WV2	Schizosaccharomyces pombe	Fungi	339	False
Q98998	Xenopus	Metazoa	408	True
Q99207	Saccharomyces cerevisiae	Fungi	810	False
Q99216	Saccharomyces cerevisiae	Fungi	274	False
Q99250	Homo	Metazoa	2005	False
Q99258	Saccharomyces cerevisiae	Fungi	208	False
Q99417	Homo	Metazoa	103	False
Q99418	Homo	Metazoa	400	False
Q99424	Homo	Metazoa	681	False
Q99489	Homo	Metazoa	341	False
Q99497	Homo	Metazoa	189	False
Q99500	Homo	Metazoa	378	True
Q99527	Homo	Metazoa	375	True
Q99536	Homo	Metazoa	393	False
Q99543	Homo	Metazoa	621	False
Q99547	Homo	Metazoa	160	False
Q99551	Homo	Metazoa	399	False
Q99569	Homo	Metazoa	1192	False
Q99571	Homo	Metazoa	388	True
Q99572	Homo	Metazoa	595	True
Q99575	Homo	Metazoa	1024	False
Q99578	Homo	Metazoa	217	False
Q99595	Homo	Metazoa	171	True
Q99619	Homo	Metazoa	263	False
Q99623	Homo	Metazoa	299	False
Q99643	Homo	Metazoa	169	True
Q99653	Homo	Metazoa	195	False
Q99677	Homo	Metazoa	370	True
Q99678	Homo	Metazoa	358	True
Q99705	Homo	Metazoa	353	True
Q99714	Homo	Metazoa	261	False
Q99717	Homo	Metazoa	465	False
Q99720	Homo	Metazoa	223	True
Q99732	Homo	Metazoa	161	False
Q99755	Homo	Metazoa	562	False
Q99757	Homo	Metazoa	166	False
Q99788	Homo	Metazoa	373	True
Q99797	Homo	Metazoa	713	False
Q99807	Homo	Metazoa	217	False
Q99808	Homo	Metazoa	456	True
Q99828	Homo	Metazoa	191	False
Q99829	Homo	Metazoa	537	False
Q99848	Homo	Metazoa	306	False
Q99884	Homo	Metazoa	636	True
Q99942	Homo	Metazoa	180	False
Q99J39	Mus	Metazoa	492	False
Q99J47	Mus	Metazoa	323	True
Q99J94	Mus	Metazoa	670	True
Q99J99	Mus	Metazoa	297	False
Q99JA4	Mus	Metazoa	352	True
Q99JB2	Mus	Metazoa	353	False
Q99JB8	Mus	Metazoa	424	False
Q99JE4	Rattus	Metazoa	1190	False
Q99JR6	Mus	Metazoa	245	False
Q99JY3	Mus	Metazoa	328	False
Q99JY8	Mus	Metazoa	312	True
Q99JZ7	Mus	Metazoa	461	False
Q99K24	Mus	Metazoa	317	True
Q99K90	Mus	Metazoa	693	False
Q99KD6	Mus	Metazoa	113	True
Q99L88	Mus	Metazoa	537	False
Q99LC3	Mus	Metazoa	355	False
Q99LG4	Mus	Metazoa	440	False
Q99LR1	Mus	Metazoa	398	True
Q99LX0	Mus	Metazoa	189	False
Q99LY9	Mus	Metazoa	106	False
Q99M04	Mus	Metazoa	373	False
Q99M87	Mus	Metazoa	480	False
Q99MG9	Rattus	Metazoa	250	False
Q99MJ6	Mus	Metazoa	498	False
Q99MK8	Mus	Metazoa	689	False
Q99ML0	Mus	Metazoa	440	False
Q99ML1	Mus	Metazoa	193	False
Q99MQ3	Mus	Metazoa	580	False
Q99MS3	Mus	Metazoa	194	True
Q99MU3	Mus	Metazoa	1178	False
Q99N50	Mus	Metazoa	950	False
Q99N69	Mus	Metazoa	386	False
Q99N80	Mus	Metazoa	567	False
Q99NB1	Mus	Metazoa	682	False
Q99NB7	Rattus	Metazoa	556	False
Q99NF1	Mus	Metazoa	532	False
Q99NF2	Mus	Metazoa	532	False
Q99NH7	Mus	Metazoa	744	True
Q99P21	Mus	Metazoa	515	False
Q99P30	Mus	Metazoa	236	False
Q99PE8	Mus	Metazoa	652	False
Q99PI5	Mus	Metazoa	893	False
Q99PN0	Mus	Metazoa	618	True
Q99PT3	Mus	Metazoa	375	False
Q9ASS6	Arabidopsis	Plants	259	False
Q9ASV5	Arabidopsis	Plants	650	True
Q9ASW3	Arabidopsis	Plants	471	False
Q9ASZ1	Arabidopsis	Plants	302	False
Q9AT00	Arabidopsis	Plants	345	False
Q9AUE0	Arabidopsis	Plants	1950	False
Q9AWA5	Solanum	Plants	1464	False
Q9BEA2	Bos	Metazoa	577	False
Q9BG98	Oryctolagus	Metazoa	1179	True
Q9BKU4	Caenorhabditis	Metazoa	275	False
Q9BLG3	Dictyostelium	Other	431	True
Q9BLG4	Dictyostelium	Other	463	True
Q9BMK9	Caenorhabditis	Metazoa	1001	True
Q9BPW8	Homo	Metazoa	284	False
Q9BPX6	Homo	Metazoa	476	False
Q9BPZ7	Homo	Metazoa	522	False
Q9BQ04	Homo	Metazoa	359	False
Q9BQ39	Homo	Metazoa	737	False
Q9BQ52	Homo	Metazoa	826	False
Q9BQ67	Homo	Metazoa	446	False
Q9BQ70	Homo	Metazoa	676	False
Q9BQ95	Homo	Metazoa	431	False
Q9BQD7	Homo	Metazoa	235	True
Q9BQG0	Homo	Metazoa	1328	False
Q9BQG2	Homo	Metazoa	462	False
Q9BQI0	Homo	Metazoa	150	False
Q9BQL6	Homo	Metazoa	677	False
Q9BQP7	Homo	Metazoa	344	False
Q9BQT8	Homo	Metazoa	299	True
Q9BRI3	Homo	Metazoa	372	False
Q9BRJ2	Homo	Metazoa	306	False
Q9BRP8	Homo	Metazoa	204	False
Q9BRQ5	Homo	Metazoa	295	True
Q9BRQ6	Homo	Metazoa	235	False
Q9BRQ8	Homo	Metazoa	373	True
Q9BRS2	Homo	Metazoa	568	False
Q9BRT2	Homo	Metazoa	126	False
Q9BRT3	Homo	Metazoa	115	False
Q9BRV3	Homo	Metazoa	221	True
Q9BSA4	Homo	Metazoa	534	True
Q9BSF0	Homo	Metazoa	95	False
Q9BSF4	Homo	Metazoa	260	True
Q9BSH4	Homo	Metazoa	297	False
Q9BSJ5	Homo	Metazoa	609	False
Q9BSJ6	Homo	Metazoa	248	False
Q9BSJ8	Homo	Metazoa	1104	True
Q9BSK4	Homo	Metazoa	669	False
Q9BSV6	Homo	Metazoa	310	False
Q9BSW2	Homo	Metazoa	731	False
Q9BT17	Homo	Metazoa	334	False
Q9BT30	Homo	Metazoa	221	False
Q9BT92	Homo	Metazoa	498	False
Q9BTM9	Homo	Metazoa	101	False
Q9BTU6	Homo	Metazoa	479	False
Q9BTV4	Homo	Metazoa	400	True
Q9BTZ2	Homo	Metazoa	278	False
Q9BU61	Homo	Metazoa	184	False
Q9BUB7	Homo	Metazoa	260	False
Q9BUE6	Homo	Metazoa	129	False
Q9BUK6	Homo	Metazoa	570	False
Q9BUL9	Homo	Metazoa	199	False
Q9BUV8	Homo	Metazoa	137	True
Q9BUX1	Homo	Metazoa	222	False
Q9BUZ4	Homo	Metazoa	470	False
Q9BV38	Homo	Metazoa	432	False
Q9BV79	Homo	Metazoa	373	False
Q9BVI4	Homo	Metazoa	516	False
Q9BVJ6	Homo	Metazoa	771	False
Q9BVJ7	Homo	Metazoa	150	False
Q9BVL4	Homo	Metazoa	669	False
Q9BVP2	Homo	Metazoa	549	False
Q9BVS5	Homo	Metazoa	477	False
Q9BW91	Homo	Metazoa	350	False
Q9BWF2	Homo	Metazoa	469	False
Q9BWF3	Homo	Metazoa	364	False
Q9BWH2	Homo	Metazoa	189	True
Q9BWL3	Homo	Metazoa	253	True
Q9BWM7	Homo	Metazoa	321	False
Q9BX66	Homo	Metazoa	1292	False
Q9BX68	Homo	Metazoa	163	False
Q9BX79	Homo	Metazoa	667	True
Q9BX84	Homo	Metazoa	2022	False
Q9BXA5	Homo	Metazoa	334	True
Q9BXC0	Homo	Metazoa	346	True
Q9BXC1	Homo	Metazoa	333	True
Q9BXC9	Homo	Metazoa	721	False
Q9BXF6	Homo	Metazoa	653	False
Q9BXH1	Homo	Metazoa	193	False
Q9BXI2	Homo	Metazoa	301	True
Q9BXJ8	Homo	Metazoa	343	False
Q9BXM7	Homo	Metazoa	581	False
Q9BXN2	Homo	Metazoa	247	True
Q9BXP2	Homo	Metazoa	914	True
Q9BXS1	Homo	Metazoa	227	False
Q9BXS9	Homo	Metazoa	759	False
Q9BY07	Homo	Metazoa	1137	False
Q9BY10	Homo	Metazoa	475	True
Q9BY49	Homo	Metazoa	303	False
Q9BYC8	Homo	Metazoa	188	False
Q9BYE2	Homo	Metazoa	586	False
Q9BYG3	Homo	Metazoa	293	False
Q9BYG8	Homo	Metazoa	508	False
Q9BYI3	Homo	Metazoa	521	False
Q9BYJ4	Homo	Metazoa	488	False
Q9BYV1	Homo	Metazoa	514	False
Q9BYW1	Homo	Metazoa	496	True
Q9BYX4	Homo	Metazoa	1025	False
Q9BZ23	Homo	Metazoa	570	False
Q9BZ67	Homo	Metazoa	464	False
Q9BZ72	Homo	Metazoa	1349	False
Q9BZD2	Homo	Metazoa	475	True
Q9BZE4	Homo	Metazoa	634	False
Q9BZF2	Homo	Metazoa	842	False
Q9BZF3	Homo	Metazoa	934	False
Q9BZJ4	Homo	Metazoa	359	True
Q9BZJ7	Homo	Metazoa	368	True
Q9BZJ8	Homo	Metazoa	451	True
Q9BZR8	Homo	Metazoa	327	False
Q9BZV1	Homo	Metazoa	441	False
Q9BZY9	Homo	Metazoa	425	False
Q9C000	Homo	Metazoa	1473	False
Q9C086	Homo	Metazoa	356	False
Q9C0B5	Homo	Metazoa	715	True
Q9C0C6	Homo	Metazoa	399	False
Q9C0C7	Homo	Metazoa	1298	False
Q9C0H2	Homo	Metazoa	523	True
Q9C446	Penicillium	Fungi	371	False
Q9C4Z7	Arabidopsis	Plants	229	False
Q9C5C8	Arabidopsis	Plants	202	False
Q9C5H5	Arabidopsis	Plants	716	False
Q9C5S1	Arabidopsis	Plants	784	False
Q9C5U1	Arabidopsis	Plants	1036	True
Q9C5W3	Arabidopsis	Plants	985	False
Q9C5Y0	Arabidopsis	Plants	868	False
Q9C639	Arabidopsis	Plants	256	False
Q9C664	Arabidopsis	Plants	674	False
Q9C666	Arabidopsis	Plants	197	False
Q9C6B3	Arabidopsis	Plants	278	False
Q9C6B8	Arabidopsis	Plants	622	True
Q9C6P3	Arabidopsis	Plants	521	False
Q9C6W5	Arabidopsis	Plants	648	False
Q9C6Z1	Arabidopsis	Plants	589	False
Q9C757	Arabidopsis	Plants	580	True
Q9C7G6	Arabidopsis	Plants	256	False
Q9C7S5	Arabidopsis	Plants	1095	True
Q9C7Y2	Arabidopsis	Plants	229	False
Q9C865	Arabidopsis	Plants	439	False
Q9C888	Arabidopsis	Plants	762	False
Q9C8H3	Arabidopsis	Plants	776	False
Q9C8J6	Arabidopsis	Plants	527	False
Q9C8K2	Arabidopsis	Plants	687	False
Q9C8L4	Arabidopsis	Plants	294	False
Q9C8M2	Arabidopsis	Plants	202	False
Q9C8M5	Arabidopsis	Plants	476	False
Q9C8R8	Arabidopsis	Plants	711	False
Q9C909	Arabidopsis	Plants	289	False
Q9C923	Arabidopsis	Plants	576	False
Q9C9B9	Arabidopsis	Plants	643	False
Q9C9C0	Arabidopsis	Plants	677	False
Q9C9E3	Arabidopsis	Plants	269	False
Q9C9K2	Arabidopsis	Plants	134	False
Q9C9L4	Arabidopsis	Plants	285	False
Q9C9M6	Arabidopsis	Plants	196	False
Q9C9P4	Arabidopsis	Plants	541	False
Q9C9W5	Arabidopsis	Plants	386	False
